Survey ID (Name)	Contributor	Data Type	Year	Planning Area (Region)	Protraction Area	Other Survey Identifiers (Permit, etc.)	Link To Survey Web Page
B-49-89-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Atwater Valley,East Cameron Area,Garden Banks,Green Canyon,Mississippi Canyon,Ship Shoal Area, South Addition,South Marsh Island Area, North Addition,South Timbalier Area, South Addition,Vermilion Area,West Cameron Area,West Cameron Area, West Addition	GOMSEGY16-2_MARA_LA_SALE_DATA,L89-49	https://walrus.wr.usgs.gov/namss/survey/b-49-89-la/
B-49a-89-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Atwater Valley,Eugene Island Area, South Addition,Garden Banks,Grand Isle Area, South Addition,Mississippi Canyon,Ship Shoal Area, South Addition,South Marsh Island Area, South Addition,South Timbalier Area, South Addition,Vermilion Area, South Addition	L89-49	https://walrus.wr.usgs.gov/namss/survey/b-49a-89-la/
B-50-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	Eugene Island Area, South Addition,South Marsh Island Area, South Addition	L75-1750	https://walrus.wr.usgs.gov/namss/survey/b-50-75-la/
B-50-83-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Central Gulf of Mexico	South Pass Area,West Delta Area	L83-050	https://walrus.wr.usgs.gov/namss/survey/b-50-83-la/
B-51-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	Ship Shoal Area,Ship Shoal Area, South Addition,South Timbalier and Bay Marchand Areas	L74-1651	https://walrus.wr.usgs.gov/namss/survey/b-51-75-la/
B-51-84-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Western Gulf of Mexico	Brazos Area,Galveston Area,Galveston Area, South Addition	T84-051	https://walrus.wr.usgs.gov/namss/survey/b-51-84-tx/
B-51-88-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Central Gulf of Mexico,Western Gulf of Mexico	Alaminos Canyon,Atwater Valley,De Soto Canyon,East Breaks,Eugene Island Area,Eugene Island Area, South Addition,Garden Banks,Green Canyon,Keathley Canyon,Lund,Mississippi Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area, South Addition,Vermilion Area,Vermilion Area, South Addition,Walker Ridge	GOMSEGY13-01,L88-02	https://walrus.wr.usgs.gov/namss/survey/b-51-88-la/
B-52-79-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	Central Gulf of Mexico	East Cameron Area,South Marsh Island Area, North Addition,South Timbalier and Bay Marchand Areas,Vermilion Area,West Cameron Area	L78-152	https://walrus.wr.usgs.gov/namss/survey/b-52-79-la/
B-52-84-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Central Gulf of Mexico	Ewing Bank,Grand Isle Area,Grand Isle Area, South Addition,Mississippi Canyon,South Pass Area,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,West Delta Area,West Delta Area, South Addition	L84-152	https://walrus.wr.usgs.gov/namss/survey/b-52-84-la/
B-53-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	South Pass Area	L75-1853	https://walrus.wr.usgs.gov/namss/survey/b-53-75-la/
B-53-80-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Central Gulf of Mexico	East Cameron Area, South Addition,Eugene Island Area,Eugene Island Area, South Addition,Ship Shoal Area, South Addition,South Marsh Island Area,South Marsh Island Area, South Addition,Vermilion Area, South Addition,West Cameron Area,West Cameron Area, West Addition	L79-053	https://walrus.wr.usgs.gov/namss/survey/b-53-80-la/
B-53-80-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Central Gulf of Mexico,Western Gulf of Mexico	Alaminos Canyon,Atwater Valley,Corpus Christi,East Breaks,Garden Banks,Green Canyon,Keathley Canyon,Lloyd Ridge,Lund,Mississippi Canyon,Mustang Island Area, East Addition,Port Isabel,Walker Ridge	T80-053	https://walrus.wr.usgs.gov/namss/survey/b-53-80-tx/
B-53-82-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Central Gulf of Mexico	East Cameron Area, South Addition,Eugene Island Area,Eugene Island Area, South Addition,Garden Banks,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area,South Marsh Island Area, North Addition,South Marsh Island Area, South Addition,South Pelto Area,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,Vermilion Area,Vermilion Area, South Addition,West Cameron Area, South Addition	L82-053	https://walrus.wr.usgs.gov/namss/survey/b-53-82-la/
B-54-88-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Western Gulf of Mexico	Port Isabel,South Padre Island Area,South Padre Island Area, East Addition	GOMSEGY13-16,T88-054	https://walrus.wr.usgs.gov/namss/survey/b-54-88-tx/
B-55-79-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	Central Gulf of Mexico,Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,Corpus Christi,Galveston Area,Galveston Area, South Addition,High Island Area,High Island Area, East Addition,High Island Area, East Addition, South Extension,High Island Area, South Addition,West Cameron Area, West Addition	T79-055	https://walrus.wr.usgs.gov/namss/survey/b-55-79-tx/
B-55-82-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area, South Addition,High Island Area, East Addition, South Extension,South Timbalier Area, South Addition,Vermilion Area, South Addition,West Cameron Area, South Addition	L82-055	https://walrus.wr.usgs.gov/namss/survey/b-55-82-la/
B-56-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	South Marsh Island Area, South Addition,Vermilion Area, South Addition	L74-1656	https://walrus.wr.usgs.gov/namss/survey/b-56-75-la/
B-56-77-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,Galveston Area,Galveston Area, South Addition,High Island Area,High Island Area, South Addition	T77-056	https://walrus.wr.usgs.gov/namss/survey/b-56-77-tx/
B-56-84-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Central Gulf of Mexico	Atwater Valley,Eugene Island Area,Eugene Island Area, South Addition,Ewing Bank,Grand Isle Area,Grand Isle Area, South Addition,Green Canyon,Mississippi Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,West Delta Area,West Delta Area, South Addition	L84-056	https://walrus.wr.usgs.gov/namss/survey/b-56-84-la/
B-56-87-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1987	Central Gulf of Mexico	Destin Dome,Main Pass Area, South and East Addition,Mobile,Pensacola,Viosca Knoll	L87-056	https://walrus.wr.usgs.gov/namss/survey/b-56-87-la/
B-58-79-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	Central Gulf of Mexico	Eugene Island Area, South Addition,Garden Banks,Grand Isle Area,Green Canyon,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition,West Delta Area,West Delta Area, South Addition	L78-158	https://walrus.wr.usgs.gov/namss/survey/b-58-79-la/
B-58-83-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Central Gulf of Mexico	East Cameron Area,Eugene Island Area, South Addition,Vermilion Area, South Addition,West Cameron Area,West Cameron Area, South Addition	L83-158	https://walrus.wr.usgs.gov/namss/survey/b-58-83-la/
B-58-84-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Central Gulf of Mexico	South Marsh Island Area, South Addition,Vermilion Area, South Addition	L83-258	https://walrus.wr.usgs.gov/namss/survey/b-58-84-la/
B-59-75-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Gulf of Alaska,Kodiak,Shumagin	Afognak,Albatross Bank,Blying Sound,Kodiak,Kodiak East,Mitrofania Island,Portlock Bank,Seldovia,Shumagin Bank,Sutwik Island,Trinity Islands		https://walrus.wr.usgs.gov/namss/survey/b-59-75-ak/
B-59-82-AR	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Beaufort Sea,Chukchi Sea	Barrow,Barter Island,Beechey Point,Beechey Point North,Dease Inlet,Demarcation Point,Flaxman Island,Harrison Bay,Harrison Bay North,Mackenzie Canyon,Teshekpuk	82-59	https://walrus.wr.usgs.gov/namss/survey/b-59-82-ar/
B-59-83-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area,East Cameron Area, South Addition,Eugene Island Area,Garden Banks,Green Canyon,High Island Area, East Addition,High Island Area, East Addition, South Extension,Ship Shoal Area,South Marsh Island Area,South Marsh Island Area, North Addition,Vermilion Area,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition	L83-059	https://walrus.wr.usgs.gov/namss/survey/b-59-83-la/
B-60-82-AR	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Chukchi Sea	Barrow,Chukchi Sea,Hanna Shoal,Karo,Meade River,Point Hope,Point Hope West,Point Lay,Point Lay West,Posey,Solivik Island,Tison,Wainwright	82-60	https://walrus.wr.usgs.gov/namss/survey/b-60-82-ar/
B-60-83-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Central Gulf of Mexico	Grand Isle Area, South Addition,South Timbalier Area, South Addition	L83-160	https://walrus.wr.usgs.gov/namss/survey/b-60-83-la/
B-60-84-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Western Gulf of Mexico	Corpus Christi,Port Isabel	T84-060	https://walrus.wr.usgs.gov/namss/survey/b-60-84-tx/
B-61-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	Bay Marchand Area,Grand Isle Area,Main Pass Area,South Pass Area,South Pelto Area,South Timbalier and Bay Marchand Areas,West Delta Area	L75-1661	https://walrus.wr.usgs.gov/namss/survey/b-61-75-la/
B-61-77-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Central Gulf of Mexico	Main Pass Area	L77-061	https://walrus.wr.usgs.gov/namss/survey/b-61-77-la/
B-61-77-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Western Gulf of Mexico	Galveston Area,Galveston Area, South Addition,High Island Area,High Island Area, South Addition,Matagorda Island Area,South Padre Island Area,South Padre Island Area, East Addition	T77-061	https://walrus.wr.usgs.gov/namss/survey/b-61-77-tx/
B-61-80-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Central Gulf of Mexico	West Cameron Area, West Addition	L80-061	https://walrus.wr.usgs.gov/namss/survey/b-61-80-la/
B-61-82-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area, South Addition,Eugene Island Area,Garden Banks,High Island Area, East Addition, South Extension,Ship Shoal Area,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,West Cameron Area, South Addition	L82-161	https://walrus.wr.usgs.gov/namss/survey/b-61-82-la/
B-62-81-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Central Gulf of Mexico	Breton Sound Area,Chandeleur Area, East Addition,Destin Dome,Main Pass Area,Main Pass Area, South and East Addition,Mississippi Canyon,Mobile,South Pass Area,South Pass Area, South and East Addition,Viosca Knoll,West Cameron Area,West Delta Area, South Addition	L81-162	https://walrus.wr.usgs.gov/namss/survey/b-62-81-la/
B-62-82-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,Galveston Area	T82-062	https://walrus.wr.usgs.gov/namss/survey/b-62-82-tx/
B-63-82-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	North Aleutian Basin,St. George Basin,St. Matthew-Hall	Akutan North,Bristol Bay,Bristol Bay North,Cape Mendenhall,Cape Newenham,Cape Newenham West,Cold Bay,Kuskokwim Bay,Pribilof Canyon,St. George,St. George Canyon,St. George East,St. Paul,St. Paul East,Ugashik West	82-63	https://walrus.wr.usgs.gov/namss/survey/b-63-82-ak/
B-63-90-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1990	Western Gulf of Mexico	Port Isabel,South Padre Island Area,South Padre Island Area, East Addition	T90-63	https://walrus.wr.usgs.gov/namss/survey/b-63-90-tx/
B-64-87-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1987	Central Gulf of Mexico	Atwater Valley,De Soto Canyon,Green Canyon,Henderson,Keathley Canyon,Lloyd Ridge,Lund,Mississippi Canyon,Walker Ridge	L87-064	https://walrus.wr.usgs.gov/namss/survey/b-64-87-la/
B-65-77-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Western Gulf of Mexico	Galveston Area,High Island Area, East Addition, South Extension,High Island Area, South Addition,Matagorda Island Area	T77-065	https://walrus.wr.usgs.gov/namss/survey/b-65-77-tx/
B-66-79-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	Central Gulf of Mexico	West Cameron Area, South Addition	L79-066	https://walrus.wr.usgs.gov/namss/survey/b-66-79-la/
B-67-76-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	Central Gulf of Mexico,Western Gulf of Mexico	West Cameron Area, South Addition,West Cameron Area, West Addition	L76-2067	https://walrus.wr.usgs.gov/namss/survey/b-67-76-la/
B-67-80-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area,East Cameron Area, South Addition,Eugene Island Area,Eugene Island Area, South Addition,Ewing Bank,Garden Banks,Grand Isle Area, South Addition,Mississippi Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area, South Addition,South Timbalier Area, South Addition,Vermilion Area,Vermilion Area, South Addition,West Cameron Area, South Addition,West Delta Area, South Addition	L80-067	https://walrus.wr.usgs.gov/namss/survey/b-67-80-la/
B-68-78-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area,East Cameron Area, South Addition,Eugene Island Area,Eugene Island Area, South Addition,Ship Shoal Area,South Marsh Island Area,South Marsh Island Area, South Addition,South Pelto Area,South Timbalier and Bay Marchand Areas,Vermilion Area, South Addition,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition	L78-068	https://walrus.wr.usgs.gov/namss/survey/b-68-78-la/
B-68-82-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Western Gulf of Mexico	Alaminos Canyon,North Padre Island Area,North Padre Island Area, East Addition,Port Isabel,South Padre Island Area,South Padre Island Area, East Addition	T81-68	https://walrus.wr.usgs.gov/namss/survey/b-68-82-tx/
B-69-76-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	Western Gulf of Mexico	Galveston Area,High Island Area,High Island Area, East Addition,High Island Area, South Addition,West Cameron Area, West Addition	T76-0869	https://walrus.wr.usgs.gov/namss/survey/b-69-76-tx/
B-69-81-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Central Gulf of Mexico	East Cameron Area,Eugene Island Area, South Addition,Main Pass Area, South and East Addition,Mississippi Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Pass Area,South Pass Area, South and East Addition,South Timbalier Area, South Addition,Vermilion Area,West Cameron Area	L81-069	https://walrus.wr.usgs.gov/namss/survey/b-69-81-la/
B-70-78-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Western Gulf of Mexico	Galveston Area,Galveston Area, South Addition,High Island Area, South Addition	T78-070	https://walrus.wr.usgs.gov/namss/survey/b-70-78-tx/
B-70-82-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Western Gulf of Mexico	Corpus Christi,Mustang Island Area,North Padre Island Area,North Padre Island Area, East Addition,Port Isabel,South Padre Island Area, East Addition	T82-070	https://walrus.wr.usgs.gov/namss/survey/b-70-82-tx/
B-70-85-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,Corpus Christi,East Breaks,Matagorda Island Area,Mustang Island Area,Mustang Island Area, East Addition	T85-070	https://walrus.wr.usgs.gov/namss/survey/b-70-85-tx/
B-71-74-FL	Bureau of Ocean Energy Management	2D Multichannel Seismic	1974	Eastern Gulf of Mexico	Charlotte Harbor,Dry Tortugas,Howell Hook,Pulley Ridge,Rankin,St. Petersburg,The Elbow,Vernon Basin	M74-0171	https://walrus.wr.usgs.gov/namss/survey/b-71-74-fl/
B-72-82-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	North Aleutian Basin,St. George Basin	Akutan,Akutan North,Cold Bay,False Pass,Okmuk Canyon	82-72	https://walrus.wr.usgs.gov/namss/survey/b-72-82-ak/
B-72-84-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Central Gulf of Mexico	Chandeleur Area, East Addition,Destin Dome,Main Pass Area,Main Pass Area, South and East Addition,Mississippi Canyon,South Pass Area,South Pass Area, South and East Addition,Viosca Knoll,West Delta Area, South Addition	L84-172	https://walrus.wr.usgs.gov/namss/survey/b-72-84-la/
B-73-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	Eugene Island Area,South Marsh Island Area, North Addition	L75-1673	https://walrus.wr.usgs.gov/namss/survey/b-73-75-la/
B-74-85-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Central Gulf of Mexico,Western Gulf of Mexico	Atwater Valley,De Soto Canyon,Destin Dome,Green Canyon,Keathley Canyon,Lloyd Ridge,Lund,Main Pass Area, South and East Addition,Mississippi Canyon	L85-074	https://walrus.wr.usgs.gov/namss/survey/b-74-85-la/
B-75-75-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico,Eastern Gulf of Mexico	Apalachicola,De Soto Canyon,Destin Dome,Florida Middle Ground,Mississippi Canyon,Pensacola,The Elbow,Viosca Knoll	M75-0175	https://walrus.wr.usgs.gov/namss/survey/b-75-75-mi/
B-75-76-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	Central Gulf of Mexico	East Cameron Area,East Cameron Area, South Addition,Ship Shoal Area,Vermilion Area,West Cameron Area,West Cameron Area, West Addition,West Delta Area	L76-2075	https://walrus.wr.usgs.gov/namss/survey/b-75-76-la/
B-75-81-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area,Eugene Island Area,Galveston Area,High Island Area, East Addition,Ship Shoal Area,Vermilion Area,Vermilion Area, South Addition,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition	L81-175	https://walrus.wr.usgs.gov/namss/survey/b-75-81-la/
B-76-79-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	Central Gulf of Mexico	West Cameron Area, South Addition	L79-076	https://walrus.wr.usgs.gov/namss/survey/b-76-79-la/
B-76-85-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area,Eugene Island Area,High Island Area, East Addition,Sabine Pass Area,Sabine Pass Area,Ship Shoal Area,South Marsh Island Area,South Marsh Island Area, North Addition,South Pelto Area,South Timbalier and Bay Marchand Areas,Vermilion Area,West Cameron Area,West Cameron Area, West Addition	L85-176	https://walrus.wr.usgs.gov/namss/survey/b-76-85-la/
B-78-75-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Eastern Gulf of Mexico	St. Petersburg,Tarpon Springs,The Elbow,Vernon Basin	M75-0178	https://walrus.wr.usgs.gov/namss/survey/b-78-75-mi/
B-78-80-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Central Gulf of Mexico	West Cameron Area,West Cameron Area, West Addition	L80-078	https://walrus.wr.usgs.gov/namss/survey/b-78-80-la/
B-78-83-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area,East Cameron Area, South Addition,Eugene Island Area,Eugene Island Area, South Addition,Ewing Bank,Garden Banks,Grand Isle Area,Grand Isle Area, South Addition,High Island Area, East Addition,Mississippi Canyon,Sabine Pass Area,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area,South Marsh Island Area, North Addition,South Marsh Island Area, South Addition,South Pelto Area,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,Vermilion Area,Vermilion Area, South Addition,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition,West Delta Area,West Delta Area, South Addition	L83-178	https://walrus.wr.usgs.gov/namss/survey/b-78-83-la/
B-78b-89-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Atwater Valley,East Cameron Area,Garden Banks,Green Canyon,Mississippi Canyon,Ship Shoal Area, South Addition,South Marsh Island Area, North Addition,South Timbalier Area, South Addition,Vermilion Area,West Cameron Area,West Cameron Area, West Addition	L89-078	https://walrus.wr.usgs.gov/namss/survey/b-78b-89-la/
B-78c-89-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Atwater Valley,East Cameron Area,Garden Banks,Green Canyon,Mississippi Canyon,Ship Shoal Area, South Addition,South Marsh Island Area, North Addition,South Timbalier Area, South Addition,Vermilion Area,West Cameron Area,West Cameron Area, West Addition	L89-78	https://walrus.wr.usgs.gov/namss/survey/b-78c-89-la/
B-78d-89-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Atwater Valley,Eugene Island Area, South Addition,Garden Banks,Grand Isle Area, South Addition,Mississippi Canyon,Ship Shoal Area, South Addition,South Marsh Island Area, South Addition,South Timbalier Area, South Addition,Vermilion Area, South Addition	L89-78	https://walrus.wr.usgs.gov/namss/survey/b-78d-89-la/
B-78e-89-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Atwater Valley,Eugene Island Area, South Addition,Garden Banks,Grand Isle Area, South Addition,Mississippi Canyon,Ship Shoal Area, South Addition,South Marsh Island Area, South Addition,South Timbalier Area, South Addition,Vermilion Area, South Addition	L89-78	https://walrus.wr.usgs.gov/namss/survey/b-78e-89-la/
B-79-77-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Central Gulf of Mexico	Eugene Island Area	L77-079	https://walrus.wr.usgs.gov/namss/survey/b-79-77-la/
B-79-82-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Central Gulf of Mexico	East Cameron Area,East Cameron Area, South Addition,Eugene Island Area, South Addition,Garden Banks,Green Canyon,Vermilion Area,Vermilion Area, South Addition	L82-079	https://walrus.wr.usgs.gov/namss/survey/b-79-82-la/
B-80-84-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Central Gulf of Mexico	Ship Shoal Area	L84-180	https://walrus.wr.usgs.gov/namss/survey/b-80-84-la/
B-81-82-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Western Gulf of Mexico	Brazos Area	T82-081	https://walrus.wr.usgs.gov/namss/survey/b-81-82-tx/
B-83-83-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Western Gulf of Mexico	Alaminos Canyon,Brazos Area, South Addition,Corpus Christi,East Breaks,Galveston Area, South Addition,Garden Banks,Keathley Canyon,Mustang Island Area, East Addition,Port Isabel,South Padre Island Area, East Addition	T83-083	https://walrus.wr.usgs.gov/namss/survey/b-83-83-tx/
B-84-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	South Pass Area,West Delta Area, South Addition	L75-1784	https://walrus.wr.usgs.gov/namss/survey/b-84-75-la/
B-86-82-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Central Gulf of Mexico	Ship Shoal Area	L82-186	https://walrus.wr.usgs.gov/namss/survey/b-86-82-la/
B-87-84-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,East Breaks,Galveston Area,Galveston Area, South Addition,High Island Area, South Addition,Mustang Island Area, East Addition	T84-087	https://walrus.wr.usgs.gov/namss/survey/b-87-84-tx/
B-89-77-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Western Gulf of Mexico	West Cameron Area, South Addition	L77-189	https://walrus.wr.usgs.gov/namss/survey/b-89-77-la/
B-89-83-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Central Gulf of Mexico,Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,East Breaks,Galveston Area,Galveston Area, South Addition,Grand Isle Area, South Addition,High Island Area,High Island Area, East Addition,High Island Area, East Addition, South Extension,High Island Area, South Addition,Matagorda Island Area,Mississippi Canyon,Mustang Island Area,Mustang Island Area, East Addition,South Timbalier Area, South Addition,West Cameron Area, South Addition	T82-089	https://walrus.wr.usgs.gov/namss/survey/b-89-83-tx/
B-89-84-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Western Gulf of Mexico	Alaminos Canyon,Corpus Christi,East Breaks,Garden Banks,Keathley Canyon,North Padre Island Area, East Addition,Port Isabel,South Padre Island Area, East Addition	T84-089	https://walrus.wr.usgs.gov/namss/survey/b-89-84-tx/
B-92-81-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Central Gulf of Mexico,Western Gulf of Mexico	Eugene Island Area,Eugene Island Area, South Addition,Garden Banks,Green Canyon,High Island Area, East Addition, South Extension,South Marsh Island Area,South Marsh Island Area, North Addition,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,Vermilion Area,Vermilion Area, South Addition,Walker Ridge,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition	L81-092	https://walrus.wr.usgs.gov/namss/survey/b-92-81-la/
B-93-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	West Delta Area	L75-1693	https://walrus.wr.usgs.gov/namss/survey/b-93-75-la/
B-93-84-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984			L83-193	https://walrus.wr.usgs.gov/namss/survey/b-93-84-la/
B-94-77-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Central Gulf of Mexico	Main Pass Area	L77-094	https://walrus.wr.usgs.gov/namss/survey/b-94-77-la/
B-94-84-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Central Gulf of Mexico,Western Gulf of Mexico	Brazos Area,East Breaks,East Cameron Area, South Addition,Galveston Area, South Addition,Garden Banks,High Island Area, East Addition, South Extension,High Island Area, South Addition,Matagorda Island Area,Mustang Island Area,South Marsh Island Area, South Addition,Vermilion Area, South Addition,West Cameron Area, South Addition	T83-094	https://walrus.wr.usgs.gov/namss/survey/b-94-84-la/
B-95-77-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Central Gulf of Mexico	Main Pass Area,Main Pass Area, South and East Addition	L77-195	https://walrus.wr.usgs.gov/namss/survey/b-95-77-la/
B-95-79-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	Western Gulf of Mexico	Brazos Area, South Addition,Matagorda Island Area,Mustang Island Area, East Addition	T78-095	https://walrus.wr.usgs.gov/namss/survey/b-95-79-tx/
B-95-89-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Eugene Island Area, South Addition,Green Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition	L89-95	https://walrus.wr.usgs.gov/namss/survey/b-95-89-la/
